base_strc,alloy,x,version,cation,cation_no,angle_label,angle_pair,bond_angle_deg
InN,Y,0.056,v1,In,7,N-In-N,2-4,111.0271
InN,Y,0.056,v1,In,7,N-In-N,3-4,107.5544
InN,Y,0.056,v1,In,8,N-In-N,1-2,109.326
InN,Y,0.056,v1,In,8,N-In-N,1-3,112.6051
InN,Y,0.056,v1,In,8,N-In-N,1-4,107.7408
InN,Y,0.056,v1,In,8,N-In-N,2-3,111.5992
InN,Y,0.056,v1,In,8,N-In-N,2-4,108.2722
InN,Y,0.056,v1,In,8,N-In-N,3-4,107.112
InN,Y,0.056,v1,In,9,N-In-N,1-2,109.1166
InN,Y,0.056,v1,In,9,N-In-N,1-3,108.3315
InN,Y,0.056,v1,In,9,N-In-N,1-4,111.2851
InN,Y,0.056,v1,In,9,N-In-N,2-3,108.6978
InN,Y,0.056,v1,In,9,N-In-N,2-4,111.4644
InN,Y,0.056,v1,In,9,N-In-N,3-4,107.8545
InN,Y,0.056,v1,In,10,N-In-N,1-2,110.8023
InN,Y,0.056,v1,In,10,N-In-N,1-3,110.8022
InN,Y,0.056,v1,In,10,N-In-N,1-4,108.3124
InN,Y,0.056,v1,In,10,N-In-N,2-3,110.684
InN,Y,0.056,v1,In,10,N-In-N,2-4,108.0636
InN,Y,0.056,v1,In,10,N-In-N,3-4,108.0631
InN,Y,0.056,v1,In,11,N-In-N,1-2,110.7194
InN,Y,0.056,v1,In,11,N-In-N,1-3,110.269
InN,Y,0.056,v1,In,11,N-In-N,1-4,108.5488
InN,Y,0.056,v1,In,11,N-In-N,2-3,110.2683
InN,Y,0.056,v1,In,11,N-In-N,2-4,108.5477
InN,Y,0.056,v1,In,11,N-In-N,3-4,108.4208
InN,Y,0.056,v1,In,12,N-In-N,1-2,109.204
InN,Y,0.056,v1,In,12,N-In-N,1-3,110.7618
InN,Y,0.056,v1,In,12,N-In-N,1-4,108.8104
InN,Y,0.056,v1,In,12,N-In-N,2-3,110.9248
InN,Y,0.056,v1,In,12,N-In-N,2-4,109.1485
InN,Y,0.056,v1,In,12,N-In-N,3-4,107.9439
InN,Y,0.056,v1,In,13,N-In-N,1-2,107.8375
InN,Y,0.056,v1,In,13,N-In-N,1-3,107.9452
InN,Y,0.056,v1,In,13,N-In-N,1-4,108.6732
InN,Y,0.056,v1,In,13,N-In-N,2-3,110.7243
InN,Y,0.056,v1,In,13,N-In-N,2-4,110.9611
InN,Y,0.056,v1,In,13,N-In-N,3-4,110.5861
InN,Y,0.056,v1,In,14,N-In-N,1-2,110.9896
InN,Y,0.056,v1,In,14,N-In-N,1-3,110.6806
InN,Y,0.056,v1,In,14,N-In-N,1-4,108.344
InN,Y,0.056,v1,In,14,N-In-N,2-3,110.7066
InN,Y,0.056,v1,In,14,N-In-N,2-4,107.7125
InN,Y,0.056,v1,In,14,N-In-N,3-4,108.2898
InN,Y,0.056,v1,In,15,N-In-N,1-2,109.1729
InN,Y,0.056,v1,In,15,N-In-N,1-3,109.2374
InN,Y,0.056,v1,In,15,N-In-N,1-4,110.5957
InN,Y,0.056,v1,In,15,N-In-N,2-3,108.4594
InN,Y,0.056,v1,In,15,N-In-N,2-4,111.1782
InN,Y,0.056,v1,In,15,N-In-N,3-4,108.1467
InN,Y,0.056,v1,In,16,N-In-N,1-2,109.0463
InN,Y,0.056,v1,In,16,N-In-N,1-3,108.7226
InN,Y,0.056,v1,In,16,N-In-N,1-4,111.1022
InN,Y,0.056,v1,In,16,N-In-N,2-3,108.7735
InN,Y,0.056,v1,In,16,N-In-N,2-4,111.4439
InN,Y,0.056,v1,In,16,N-In-N,3-4,107.6799
InN,Y,0.056,v1,In,17,N-In-N,1-2,107.9837
InN,Y,0.056,v1,In,17,N-In-N,1-3,110.5664
InN,Y,0.056,v1,In,17,N-In-N,1-4,110.5665
InN,Y,0.056,v1,In,17,N-In-N,2-3,108.7439
InN,Y,0.056,v1,In,17,N-In-N,2-4,108.7437
InN,Y,0.056,v1,In,17,N-In-N,3-4,110.17
InN,Y,0.056,v1,In,18,N-In-N,1-2,110.1799
InN,Y,0.056,v1,In,18,N-In-N,1-3,110.9938
InN,Y,0.056,v1,In,18,N-In-N,1-4,108.3145
InN,Y,0.056,v1,In,18,N-In-N,2-3,110.9931
InN,Y,0.056,v1,In,18,N-In-N,2-4,108.3148
InN,Y,0.056,v1,In,18,N-In-N,3-4,107.9391
InN,Y,0.056,v1,In,19,N-In-N,1-2,109.3273
InN,Y,0.056,v1,In,19,N-In-N,1-3,112.6051
InN,Y,0.056,v1,In,19,N-In-N,1-4,107.7397
InN,Y,0.056,v1,In,19,N-In-N,2-3,111.6002
InN,Y,0.056,v1,In,19,N-In-N,2-4,108.2717
InN,Y,0.056,v1,In,19,N-In-N,3-4,107.1112
InN,Y,0.056,v1,In,20,N-In-N,1-2,109.1172
InN,Y,0.056,v1,In,20,N-In-N,1-3,108.3328
InN,Y,0.056,v1,In,20,N-In-N,1-4,111.2847
InN,Y,0.056,v1,In,20,N-In-N,2-3,108.6976
InN,Y,0.056,v1,In,20,N-In-N,2-4,111.463
InN,Y,0.056,v1,In,20,N-In-N,3-4,107.8546
InN,Y,0.056,v1,In,21,N-In-N,1-2,107.6336
InN,Y,0.056,v1,In,21,N-In-N,1-3,107.9659
InN,Y,0.056,v1,In,21,N-In-N,1-4,108.0311
InN,Y,0.056,v1,In,21,N-In-N,2-3,110.8334
InN,Y,0.056,v1,In,21,N-In-N,2-4,111.0224
InN,Y,0.056,v1,In,21,N-In-N,3-4,111.1953
InN,Y,0.056,v1,In,22,N-In-N,1-2,108.3937
InN,Y,0.056,v1,In,22,N-In-N,1-3,108.4578
InN,Y,0.056,v1,In,22,N-In-N,1-4,107.4366
InN,Y,0.056,v1,In,22,N-In-N,2-3,110.3636
InN,Y,0.056,v1,In,22,N-In-N,2-4,110.94
InN,Y,0.056,v1,In,22,N-In-N,3-4,111.1308
InN,Y,0.056,v1,In,23,N-In-N,1-2,112.348
InN,Y,0.056,v1,In,23,N-In-N,1-3,107.3049
InN,Y,0.056,v1,In,23,N-In-N,1-4,111.0817
InN,Y,0.056,v1,In,23,N-In-N,2-3,107.305
InN,Y,0.056,v1,In,23,N-In-N,2-4,111.0816
InN,Y,0.056,v1,In,23,N-In-N,3-4,107.4479
InN,Y,0.056,v1,In,24,N-In-N,1-2,108.9788
InN,Y,0.056,v1,In,24,N-In-N,1-3,108.3966
InN,Y,0.056,v1,In,24,N-In-N,1-4,111.2461
InN,Y,0.056,v1,In,24,N-In-N,2-3,109.1391
InN,Y,0.056,v1,In,24,N-In-N,2-4,110.6397
InN,Y,0.056,v1,In,24,N-In-N,3-4,108.3878
InN,Y,0.056,v1,In,25,N-In-N,1-2,110.934
InN,Y,0.056,v1,In,25,N-In-N,1-3,110.9342
InN,Y,0.056,v1,In,25,N-In-N,1-4,108.1306
InN,Y,0.056,v1,In,25,N-In-N,2-3,111.0724
InN,Y,0.056,v1,In,25,N-In-N,2-4,107.8093
InN,Y,0.056,v1,In,25,N-In-N,3-4,107.8097
InN,Y,0.056,v1,In,26,N-In-N,1-2,112.0904
InN,Y,0.056,v1,In,26,N-In-N,1-3,107.5404
InN,Y,0.056,v1,In,26,N-In-N,1-4,110.8845
InN,Y,0.056,v1,In,26,N-In-N,2-3,107.5402
InN,Y,0.056,v1,In,26,N-In-N,2-4,110.8844
InN,Y,0.056,v1,In,26,N-In-N,3-4,107.6838
InN,Y,0.056,v1,In,27,N-In-N,1-2,109.1728
InN,Y,0.056,v1,In,27,N-In-N,1-3,109.2375
InN,Y,0.056,v1,In,27,N-In-N,1-4,110.5972
InN,Y,0.056,v1,In,27,N-In-N,2-3,108.4581
InN,Y,0.056,v1,In,27,N-In-N,2-4,111.1779
InN,Y,0.056,v1,In,27,N-In-N,3-4,108.1467
InN,Y,0.056,v1,In,28,N-In-N,1-2,109.0466
InN,Y,0.056,v1,In,28,N-In-N,1-3,108.7224
InN,Y,0.056,v1,In,28,N-In-N,1-4,111.1024
InN,Y,0.056,v1,In,28,N-In-N,2-3,108.7741
InN,Y,0.056,v1,In,28,N-In-N,2-4,111.4434
InN,Y,0.056,v1,In,28,N-In-N,3-4,107.6794
InN,Y,0.056,v1,In,29,N-In-N,1-2,108.1984
InN,Y,0.056,v1,In,29,N-In-N,1-3,107.8978
InN,Y,0.056,v1,In,29,N-In-N,1-4,107.2461
InN,Y,0.056,v1,In,29,N-In-N,2-3,111.1893
InN,Y,0.056,v1,In,29,N-In-N,2-4,111.2133
